#{"t_start": 1738319537.8338854, "env_id": null}
r,l,t
3098638.4,8000,15918.832358
-15444.4,8000,15923.869101
-15863.2,8000,15931.074963
4093047.0,8000,15936.061798
-15952.8,8000,15941.093877
-15762.0,8000,15946.127099
1121855.8,8000,15951.114474
-15712.6,8000,15958.373224
-16306.0,8000,15963.404851
-16117.0,8000,15968.437063
4578764.8,8000,15973.426172
3904495.4,8000,15978.40916
2129.4,8000,15985.60177
3369734.2,8000,15990.594517
2136706.6,8000,15995.586166
3144590.8,8000,16000.569266
2816095.8,8000,16005.544462
3153381.4,8000,16012.669991
2330451.4,8000,16017.666306
3094103.6,8000,16022.659118
3077545.2,8000,16027.651981
2531034.0,8000,16032.615328
-16109.2,8000,16039.834798
2635351.6,8000,16044.827701
-16779.4,8000,16049.864936
3055897.2,8000,16054.855883
3041340.6,8000,16059.856394
-16685.2,8000,16067.098658
-16445.4,8000,16072.146491
-16590.4,8000,16077.193065
-16733.8,8000,16082.233562
-16795.4,8000,16087.257239
-17125.6,8000,16094.830732
4417566.8,8000,16099.831732
-13102.2,8000,16104.889573
-16798.2,8000,16109.933616
-17231.0,8000,16114.973353
-17363.0,8000,16122.190597
4924748.2,8000,16127.21118
-16888.6,8000,16132.290296
-17307.4,8000,16137.361729
3988857.2,8000,16142.393789
-16853.6,8000,16149.661824
-17223.4,8000,16154.731828
-17188.4,8000,16159.818438
-17213.4,8000,16164.895958
-16898.8,8000,16169.97404
-17126.8,8000,16177.244136
-17171.2,8000,16182.322078
-17146.4,8000,16187.44306
-17213.8,8000,16192.527998
-17151.4,8000,16197.615464
-16802.0,8000,16204.884025
5543222.4,8000,16209.937991
-17045.8,8000,16215.031752
-16649.4,8000,16220.134214
-16957.0,8000,16225.225726
3882358.6,8000,16232.490462
-16994.8,8000,16237.580373
-17087.4,8000,16242.670747
-17155.4,8000,16247.762347
-16966.2,8000,16252.851786
-17158.4,8000,16260.104647
-16802.6,8000,16265.16512
-17000.6,8000,16270.22755
-16977.8,8000,16275.287968
-17223.4,8000,16280.349735
-17060.4,8000,16286.490773
-16975.6,8000,16291.557413
-16986.2,8000,16296.621377
-17342.8,8000,16301.685931
4434937.0,8000,16306.743351
-16992.8,8000,16314.034539
-16858.8,8000,16319.138513
-16984.8,8000,16324.228664
-17281.6,8000,16329.318175
-17144.0,8000,16334.406697
-10905.4,8000,16341.679467
-16284.2,8000,16346.759805
-16203.0,8000,16351.838901
-17152.4,8000,16356.920612
3157665.8,8000,16361.964887
2624116.8,8000,16369.190474
2408520.0,8000,16374.232015
2815297.6,8000,16379.268595
2829651.8,8000,16384.315907
2026953.8,8000,16389.361708
1323085.4,8000,16396.569227
-8918.8,8000,16401.641933
1442995.2,8000,16406.648136
-8290.6,8000,16411.722164
2630942.6,8000,16416.762586
2714787.0,8000,16424.011845
2862084.0,8000,16429.093934
2469532.2,8000,16434.141357
1663714.2,8000,16439.181087
2993760.6,8000,16444.228765
-10995.4,8000,16451.513963
-12796.6,8000,16456.610856
4953995.8,8000,16461.686429
-11224.8,8000,16466.78194
4857171.4,8000,16471.829845
-16288.0,8000,16479.101821
-16741.8,8000,16484.181823
-16492.0,8000,16489.271568
5408460.4,8000,16494.309449
-15481.8,8000,16499.409622
-16344.4,8000,16506.728593
-15955.4,8000,16511.830693
-16348.2,8000,16516.928193
-9863.0,8000,16522.025007
-16492.0,8000,16527.112028
3263789.8,8000,16534.324708
4407121.4,8000,16539.359545
-15794.4,8000,16544.437549
4010915.8,8000,16549.501568
-15084.8,8000,16554.587033
2818650.0,8000,16561.823977
3446251.6,8000,16566.862005
3371761.6,8000,16571.898996
3205667.8,8000,16576.933533
3241014.0,8000,16581.965275
3420498.8,8000,16589.181148
3377761.4,8000,16594.204136
-11086.2,8000,16599.271745
1359651.8,8000,16604.29421
3642459.0,8000,16609.3186
3303739.0,8000,16616.521205
3496979.8,8000,16621.522314
2993481.4,8000,16626.511168
3089775.6,8000,16631.500087
-14395.4,8000,16636.535522
2049034.8,8000,16643.711822
-15732.8,8000,16648.753042
3805984.8,8000,16653.746664
4008525.0,8000,16658.740815
4403504.0,8000,16663.740163
4311839.6,8000,16670.921379
3569658.2,8000,16675.908704
-10447.6,8000,16680.928921
-11074.6,8000,16685.96126
3995117.0,8000,16690.94685
3200324.2,8000,16698.186249
3983450.0,8000,16703.173966
-14276.2,8000,16708.202851
4214700.4,8000,16713.195118
-15655.8,8000,16718.22699
3904539.8,8000,16725.42612
-16434.6,8000,16730.468104
-16692.4,8000,16735.512033
4174308.6,8000,16740.516992
-11924.0,8000,16745.558621
-16921.2,8000,16752.777889
-16026.4,8000,16757.813779
-16681.4,8000,16762.849925
-16899.6,8000,16767.884602
-16254.4,8000,16772.917302
-16913.8,8000,16780.161109
-16964.4,8000,16785.200842
-16936.2,8000,16790.244853
-16977.8,8000,16795.287097
-17050.0,8000,16800.327165
-16883.6,8000,16807.564481
-16824.4,8000,16812.639399
-16935.8,8000,16817.714485
-16814.2,8000,16822.788599
-16841.6,8000,16827.861506
-17084.8,8000,16835.14726
4611706.0,8000,16840.224354
-17117.8,8000,16845.315837
-17112.6,8000,16850.406492
-17137.0,8000,16855.496849
-15011.8,8000,16862.755903
3664994.2,8000,16867.802827
-16486.4,8000,16872.879968
5035311.2,8000,16877.914515
-16716.8,8000,16882.991249
-16519.4,8000,16890.203003
-16383.8,8000,16895.269959
-16673.0,8000,16900.337234
-16744.4,8000,16905.40414
-16586.4,8000,16910.497923
4415247.4,8000,16917.740669
-16262.6,8000,16922.826814
-15898.2,8000,16927.914373
-10561.0,8000,16933.011723
-16272.2,8000,16938.10216
2745545.4,8000,16945.33917
3982208.2,8000,16950.384222
-16365.6,8000,16955.469276
-16219.6,8000,16960.555394
3868192.2,8000,16965.598137
3413059.2,8000,16972.831525
3521677.6,8000,16977.880086
1343346.6,8000,16982.916798
-16363.4,8000,16988.01365
2881676.4,8000,16993.06146
3451255.2,8000,17000.231029
-16353.4,8000,17005.308608
-1131.4,8000,17010.369228
3043452.6,8000,17015.396427
1993429.8,8000,17020.403514
2465180.4,8000,17027.590446
3123363.0,8000,17032.650226
-16245.0,8000,17037.74209
3387740.2,8000,17042.77555
-16150.8,8000,17047.854819
-8554.8,8000,17055.097484
-9889.4,8000,17060.190197
2493444.6,8000,17065.240919
2559145.6,8000,17070.294728
2466287.4,8000,17075.347587
-9231.8,8000,17082.600918
-16168.8,8000,17087.68948
-8945.0,8000,17092.767651
-9544.6,8000,17097.867564
2563452.2,8000,17102.904807
2267485.0,8000,17110.106244
1298084.0,8000,17115.130546
739568.6,8000,17120.13481
1788561.6,8000,17125.15942
1816208.4,8000,17130.174163
1708105.0,8000,17137.352749
1025292.2,8000,17142.337825
1871831.8,8000,17147.323564
1718914.6,8000,17152.319566
764771.2,8000,17157.30204
805744.0,8000,17164.467865
538765.4,8000,17169.444587
1051422.0,8000,17174.419868
715172.0,8000,17179.398434
573560.4,8000,17184.37547
428309.8,8000,17191.54792
450749.8,8000,17196.515222
406789.4,8000,17201.506717
401984.0,8000,17206.51918
482648.6,8000,17211.497347
416326.2,8000,17218.710055
400719.2,8000,17223.704124
411130.6,8000,17228.6921
560911.4,8000,17233.670738
395098.8,8000,17238.637317
451208.6,8000,17245.791093
425408.2,8000,17250.775964
442165.6,8000,17255.755467
497150.2,8000,17260.729528
383523.4,8000,17265.71353
431471.2,8000,17272.862699
401805.4,8000,17277.857126
403588.4,8000,17282.847786
416622.0,8000,17287.847434
427979.6,8000,17292.834003
462196.0,8000,17299.977163
399225.0,8000,17304.94223
463515.4,8000,17309.911675
485857.4,8000,17314.896294
384762.0,8000,17319.868067
404227.2,8000,17327.052193
484949.8,8000,17332.057683
736694.2,8000,17337.058616
490669.2,8000,17342.087155
376859.0,8000,17347.080938
434821.4,8000,17354.234983
447309.8,8000,17359.213882
545644.4,8000,17364.200768
513011.4,8000,17369.179868
632016.6,8000,17374.163106
810745.6,8000,17381.343377
500867.8,8000,17386.347161
442912.6,8000,17391.347761
718429.4,8000,17396.3602
652886.0,8000,17401.361878
857715.4,8000,17408.902695
439671.6,8000,17413.862969
548654.4,8000,17418.841084
595846.6,8000,17423.817716
949022.6,8000,17428.807527
924905.0,8000,17434.880722
977410.0,8000,17439.889314
826890.8,8000,17444.905367
928166.2,8000,17449.876699
868109.8,8000,17454.850373
468075.6,8000,17461.993961
433940.2,8000,17466.968892
486874.6,8000,17471.957097
1157412.0,8000,17476.936955
843758.8,8000,17481.906
466685.0,8000,17489.057185
1036811.0,8000,17494.050105
1028878.4,8000,17499.037097
813517.0,8000,17504.050771
1030986.8,8000,17509.074099
913436.6,8000,17516.66497
523217.0,8000,17521.679806
934285.8,8000,17526.690085
854398.6,8000,17531.685848
1101495.2,8000,17536.682631
1038942.0,8000,17543.865048
580816.6,8000,17548.847038
733890.2,8000,17553.845589
855708.4,8000,17558.841451
1017715.2,8000,17563.833376
1165427.4,8000,17571.005204
994539.6,8000,17575.995296
-4673.8,8000,17581.018452
542609.0,8000,17585.989774
1345828.6,8000,17590.971277
1735781.2,8000,17598.136884
2153820.0,8000,17603.122259
1780232.6,8000,17608.10898
1809238.8,8000,17613.095575
2144856.0,8000,17618.083524
2367680.8,8000,17625.244636
1355861.4,8000,17630.229308
2552388.8,8000,17635.229545
2231741.8,8000,17640.227139
1982833.8,8000,17645.207714
3360030.0,8000,17652.379471
2760588.8,8000,17657.38027
3190111.0,8000,17662.378198
3441318.0,8000,17667.358767
3400706.8,8000,17672.340849
2320005.4,8000,17679.504761
2842272.0,8000,17684.488446
-14916.2,8000,17689.509884
3133558.4,8000,17694.482147
-11557.2,8000,17699.512417
2391295.4,8000,17706.745546
2863105.8,8000,17711.746184
-14391.0,8000,17716.787034
2393003.0,8000,17721.775016
-10290.0,8000,17726.808144
-10159.4,8000,17734.29311
2709137.8,8000,17739.278737
2254579.4,8000,17744.259161
2601418.6,8000,17749.236794
2458110.6,8000,17754.212527
2641351.8,8000,17761.773001
2569800.6,8000,17766.761818
-9557.4,8000,17771.795907
2225568.4,8000,17776.79091
2430172.4,8000,17781.783941
1635190.4,8000,17788.967892
720427.8,8000,17793.933299
1490220.0,8000,17798.907854
1079368.8,8000,17803.890276
1237207.4,8000,17808.865319
1446497.4,8000,17816.036182
772874.0,8000,17821.01037
1387985.0,8000,17825.998031
1179291.4,8000,17830.983731
1344202.2,8000,17835.968673
2144831.6,8000,17843.146177
1930844.6,8000,17848.140233
-5769.0,8000,17853.165663
1915622.8,8000,17858.171812
1179325.6,8000,17863.159851
2613801.6,8000,17870.445758
2516538.4,8000,17875.437811
3182330.4,8000,17880.430884
1945419.8,8000,17885.419566
-10673.6,8000,17890.45939
-9332.8,8000,17897.769573
2308667.4,8000,17902.755179
-9281.8,8000,17907.781137
2367630.0,8000,17912.76923
2142549.8,8000,17917.762045
2599296.8,8000,17925.306124
689126.8,8000,17930.293964
2221091.0,8000,17935.294546
2421218.6,8000,17940.300346
1980816.6,8000,17945.303171
1729036.4,8000,17952.803483
1587651.4,8000,17957.786475
1804989.0,8000,17962.772544
1627483.4,8000,17967.765012
-15903.6,8000,17972.79876
2369015.6,8000,17980.188559
1686593.2,8000,17985.183469
-15657.4,8000,17990.223696
2838266.0,8000,17995.216674
1700947.8,8000,18000.214035
2170235.2,8000,18007.386005
2155558.6,8000,18012.380778
2453120.2,8000,18017.373901
2142694.0,8000,18022.365803
1626389.8,8000,18027.35391
-11431.2,8000,18034.578335
2718041.4,8000,18039.579634
2507157.2,8000,18044.587012
2918400.8,8000,18049.593955
2345208.8,8000,18054.598384
3233834.8,8000,18061.757654
2901491.2,8000,18066.738529
2993362.6,8000,18071.723115
2718681.2,8000,18076.705917
2912666.4,8000,18081.692482
2000252.8,8000,18088.841923
-9469.6,8000,18093.867786
2645373.8,8000,18098.856958
2524097.2,8000,18103.845505
1636285.4,8000,18108.822476
3827788.2,8000,18115.988226
-8514.2,8000,18121.024301
3980608.8,8000,18126.016271
-15888.4,8000,18131.046328
3789048.6,8000,18136.034811
-16119.2,8000,18143.275316
4031359.4,8000,18148.275305
4557468.6,8000,18153.278936
-14659.6,8000,18158.326571
3961669.0,8000,18163.322854
-16523.6,8000,18170.856148
-16246.2,8000,18175.890859
4656184.0,8000,18180.882002
-16705.6,8000,18185.916881
-17054.2,8000,18190.948714
4173741.0,8000,18198.486283
-11378.0,8000,18203.49706
-16504.2,8000,18208.515972
-16416.4,8000,18213.532259
3723861.8,8000,18218.513796
4578222.8,8000,18226.122725
4555900.8,8000,18231.158519
-15928.6,8000,18236.225657
3960956.2,8000,18241.258526
-15291.8,8000,18246.32824
-15700.6,8000,18253.600596
4082808.2,8000,18258.640689
4021215.8,8000,18263.680163
-12420.8,8000,18268.748462
3696035.4,8000,18273.782918
3852256.4,8000,18281.011857
-16480.8,8000,18286.085977
-16488.0,8000,18291.155762
3960829.8,8000,18296.20402
4304237.8,8000,18301.233635
-16288.6,8000,18308.509756
4319333.2,8000,18313.542722
-10513.2,8000,18318.61387
4765075.8,8000,18323.65014
-11098.4,8000,18328.721306
-11266.0,8000,18336.03261
4677323.2,8000,18341.07323
-16391.4,8000,18346.1594
3754023.8,8000,18351.202362
3871621.0,8000,18356.243545
-11485.8,8000,18363.521454
-16410.0,8000,18368.595117
3722135.0,8000,18373.631065
3116632.4,8000,18378.654835
-14772.4,8000,18383.725688
-15508.2,8000,18390.99198
-16121.4,8000,18396.083576
2422320.4,8000,18401.113935
4347256.2,8000,18406.154638
4615930.6,8000,18411.188192
4484484.2,8000,18418.40892
4028942.6,8000,18423.449545
-10979.0,8000,18428.512797
-9307.2,8000,18433.57172
4038226.6,8000,18438.596933
3723367.6,8000,18445.82572
3700139.6,8000,18450.853141
-15842.2,8000,18455.92673
-14255.6,8000,18461.000472
3896744.2,8000,18466.02459
3606160.8,8000,18473.258764
3244594.2,8000,18478.298045
3419402.6,8000,18483.334695
1653547.0,8000,18488.36314
2079831.2,8000,18493.395985
3399271.8,8000,18500.85048
2733888.8,8000,18505.881101
3524635.8,8000,18510.910328
3043168.8,8000,18515.94616
2328514.6,8000,18520.96932
4407079.8,8000,18528.566576
4099660.8,8000,18533.584495
1199391.4,8000,18538.580744
4134282.2,8000,18543.611447
4148088.0,8000,18548.643099
3630199.6,8000,18556.038091
3920261.4,8000,18561.058633
-9085.8,8000,18566.117834
4072460.6,8000,18571.138651
3312018.6,8000,18576.164352
4623269.6,8000,18583.390103
-10108.6,8000,18588.470749
4401126.4,8000,18593.494985
-15937.2,8000,18598.566334
3803919.6,8000,18603.591308
-10802.2,8000,18609.745734
4009614.6,8000,18614.777285
4097788.4,8000,18619.799632
4213169.0,8000,18624.820402
2387901.8,8000,18629.838273
3583245.0,8000,18637.450622
4086140.6,8000,18642.482007
4475279.8,8000,18647.522709
3369409.6,8000,18652.559432
-12969.6,8000,18657.629979
4094760.8,8000,18664.863059
3615150.8,8000,18669.906775
4056987.8,8000,18674.942007
3813459.4,8000,18679.978487
3259678.4,8000,18685.016642
3332148.6,8000,18692.245639
3488655.6,8000,18697.280236
3572472.6,8000,18702.305994
-9946.2,8000,18707.37538
3580622.2,8000,18712.407214
-15871.4,8000,18719.662716
3158461.0,8000,18724.675543
-15887.0,8000,18729.753787
2644662.8,8000,18734.763864
2799818.8,8000,18739.773818
-9733.4,8000,18747.064119
3273073.8,8000,18752.090622
1655692.0,8000,18757.113002
2865212.4,8000,18762.148637
3678321.2,8000,18767.186285
1586750.0,8000,18774.423233
3889938.6,8000,18779.47156
3690117.4,8000,18784.503839
3744527.0,8000,18789.532762
3727163.2,8000,18794.560746
3498876.6,8000,18801.811547
3345286.8,8000,18806.861208
3816703.8,8000,18811.911169
2916909.8,8000,18816.968757
2714527.0,8000,18822.016661
2062708.2,8000,18829.275664
1338144.4,8000,18834.287627
2182318.4,8000,18839.334767
2747208.4,8000,18844.377905
2816812.8,8000,18849.420895
-10033.4,8000,18857.069954
3555490.6,8000,18862.09252
3889803.6,8000,18867.120566
3356548.6,8000,18872.133551
3506126.8,8000,18877.148219
3836476.4,8000,18884.742488
4156542.6,8000,18889.787266
4364704.6,8000,18894.824481
3349690.6,8000,18899.878421
3842522.8,8000,18904.920687
3200636.0,8000,18912.517859
-10516.6,8000,18917.59443
-15668.4,8000,18922.674454
-11649.6,8000,18927.751811
3686550.6,8000,18932.781538
-11882.4,8000,18940.301853
-13128.4,8000,18945.365087
-15986.6,8000,18950.442842
2325073.8,8000,18955.435612
3794526.8,8000,18960.414233
-15977.0,8000,18967.708751
-15802.6,8000,18972.803325
-15705.2,8000,18977.896416
-14338.6,8000,18982.980089
1432117.2,8000,18988.017128
639497.6,8000,18995.211927
690419.8,8000,19000.220127
-16136.0,8000,19005.271802
569651.8,8000,19010.27856
-15867.4,8000,19015.313874
1205867.4,8000,19022.463095
540038.8,8000,19027.436231
1170586.4,8000,19032.405033
574251.4,8000,19037.374466
749595.8,8000,19042.341843
863999.6,8000,19049.514608
826627.4,8000,19054.506172
-12460.6,8000,19059.538468
-16275.0,8000,19064.579741
1047923.6,8000,19069.564868
462011.0,8000,19076.724485
806101.4,8000,19081.699157
670665.0,8000,19086.694952
720960.2,8000,19091.683221
813931.8,8000,19096.684456
385117.2,8000,19103.850938
391169.2,8000,19108.839192
448261.4,8000,19113.812575
453215.8,8000,19118.789574
499848.0,8000,19123.750769
395929.4,8000,19130.895525
449555.8,8000,19135.897626
371448.8,8000,19140.895676
406194.0,8000,19145.867531
433724.6,8000,19150.847117
414684.4,8000,19158.0053
380752.6,8000,19162.984273
421743.0,8000,19167.955033
444495.0,8000,19172.929374
410497.6,8000,19177.905808
423207.4,8000,19185.497134
440705.6,8000,19190.473495
466599.2,8000,19195.461987
439281.4,8000,19200.441342
421570.4,8000,19205.417879
454817.2,8000,19212.584476
753519.0,8000,19217.589148
825303.8,8000,19222.584293
395064.2,8000,19227.588597
473671.8,8000,19232.583819
886973.0,8000,19239.742977
439585.8,8000,19244.72935
1076540.2,8000,19249.700115
937282.2,8000,19254.68634
851198.2,8000,19259.659383
1082607.2,8000,19266.803132
838376.2,8000,19271.773235
405799.8,8000,19276.749497
560353.4,8000,19281.709948
611545.2,8000,19286.690008
875081.2,8000,19294.219131
470623.6,8000,19299.190763
973171.0,8000,19304.176978
814657.2,8000,19309.146515
1039547.6,8000,19314.116474
-8786.2,8000,19321.318303
1819339.6,8000,19326.308851
960553.0,8000,19331.280261
1827539.6,8000,19336.270124
-9430.8,8000,19341.306977
1749351.0,8000,19348.529066
1878656.8,8000,19353.550431
991074.6,8000,19358.56899
-15895.6,8000,19363.639683
2104608.2,8000,19368.661159
3572427.0,8000,19375.898197
-14885.6,8000,19380.995667
3476976.4,8000,19386.041282
-16251.0,8000,19391.136402
-15897.4,8000,19396.231214
3334680.8,8000,19403.461103
-11371.6,8000,19408.537143
2603842.8,8000,19413.576551
-11351.4,8000,19418.650086
2885337.2,8000,19423.681581
-10597.0,8000,19430.965897
2883137.6,8000,19435.979324
-11008.6,8000,19440.997401
-9721.2,8000,19446.01455
-10367.0,8000,19451.062912
2504637.4,8000,19458.233704
3309850.6,8000,19463.202933
1816569.4,8000,19468.151222
3670054.2,8000,19473.123396
-10005.4,8000,19478.158291
-16159.4,8000,19485.781861
-15275.2,8000,19490.823197
-16018.0,8000,19495.895783
-5846.2,8000,19500.931836
2916551.6,8000,19505.919899
787124.0,8000,19513.072688
3015845.4,8000,19518.051256
2854248.2,8000,19523.036834
2583958.6,8000,19528.010406
-8620.2,8000,19533.030373
3052737.0,8000,19540.246116
2764723.0,8000,19545.222935
-9663.6,8000,19550.245231
-11287.4,8000,19555.268014
3632089.0,8000,19560.250489
3883611.0,8000,19567.424572
3634122.8,8000,19572.419916
-11468.4,8000,19577.453162
-15909.4,8000,19582.490531
-15670.4,8000,19587.524908
-11961.8,8000,19594.731572
3511177.6,8000,19599.730041
-15963.2,8000,19604.749197
-11797.8,8000,19609.768214
-15622.0,8000,19614.787695
-11467.2,8000,19621.996524
-6245.2,8000,19627.010205
-10416.6,8000,19632.029126
3808015.4,8000,19637.00573
3635800.6,8000,19641.97684
3563715.2,8000,19649.171245
-9233.0,8000,19654.219183
3723755.2,8000,19659.24537
3374940.8,8000,19664.266296
-11415.2,8000,19669.316325
3506676.4,8000,19676.487842
3657368.6,8000,19681.482284
3903833.8,8000,19686.499282
-12292.8,8000,19691.534351
3732199.6,8000,19696.543366
4236989.6,8000,19703.716637
-15805.6,8000,19708.761395
3989711.4,8000,19713.762375
-10301.6,8000,19718.800162
-11678.0,8000,19723.839106
3612936.2,8000,19731.022462
3505999.0,8000,19736.031395
1907843.0,8000,19741.003278
3658291.2,8000,19745.98981
-10025.6,8000,19751.014434
2911587.6,8000,19758.176703
3503327.4,8000,19763.167343
3371088.2,8000,19768.165094
3065424.6,8000,19773.160368
2320144.0,8000,19778.188444
3484161.2,8000,19784.336976
-8708.2,8000,19789.427319
-9915.8,8000,19794.512776
2825222.6,8000,19799.558961
3164664.2,8000,19804.608512
-11046.0,8000,19811.828158
3293289.0,8000,19816.823796
2973976.8,8000,19821.823456
2693296.8,8000,19826.826516
3060488.6,8000,19831.826284
2115864.0,8000,19839.042134
2834023.6,8000,19844.086713
1784307.4,8000,19849.11609
3531059.8,8000,19854.170232
2468806.2,8000,19859.204107
-16127.6,8000,19866.465589
2479899.4,8000,19871.491398
3340397.2,8000,19876.520281
2818217.8,8000,19881.545845
-15668.4,8000,19886.621063
2664250.8,8000,19893.844194
-12645.4,8000,19898.927096
2466607.8,8000,19903.963859
-16044.0,8000,19909.046175
2966634.8,8000,19914.077517
1920039.4,8000,19921.280133
2378162.4,8000,19926.299714
1131607.2,8000,19931.322079
2240995.2,8000,19936.39161
1935250.8,8000,19941.423563
2315520.4,8000,19948.638352
2295645.8,8000,19953.670474
2009274.2,8000,19958.693961
2310977.8,8000,19963.724734
2492101.8,8000,19968.758456
-10903.8,8000,19976.03167
1948411.6,8000,19981.07434
1944369.2,8000,19986.112596
2420969.0,8000,19991.1464
2287397.0,8000,19996.180657
440578.4,8000,20003.322625
572226.8,8000,20008.307793
789061.8,8000,20013.29178
547643.6,8000,20018.277261
566175.4,8000,20023.245425
664881.0,8000,20030.430323
647467.6,8000,20035.438677
504143.6,8000,20040.427406
511250.6,8000,20045.435974
572295.0,8000,20050.423145
1362058.0,8000,20057.584715
1121974.6,8000,20062.564671
1000857.0,8000,20067.53928
485128.8,8000,20072.503902
1035634.4,8000,20077.482037
1177228.4,8000,20084.716052
1212190.4,8000,20089.769837
1194232.4,8000,20094.823283
1546724.2,8000,20099.891009
1412532.0,8000,20104.942691
423049.8,8000,20112.184224
395001.2,8000,20117.228286
426594.0,8000,20122.265445
409006.6,8000,20127.306299
415512.2,8000,20132.339791
406338.4,8000,20139.579274
395654.8,8000,20144.61838
436234.6,8000,20149.639995
393870.8,8000,20154.688627
397860.6,8000,20159.735102
415581.8,8000,20166.954644
412073.6,8000,20171.96925
405387.8,8000,20177.001797
450852.8,8000,20182.030891
443109.8,8000,20187.053019
432820.2,8000,20194.295274
431213.0,8000,20199.331657
451836.0,8000,20204.352413
416912.6,8000,20209.387348
438972.6,8000,20214.413749
435456.2,8000,20221.624171
434953.2,8000,20226.64237
438957.6,8000,20231.651585
379584.2,8000,20236.695573
417194.8,8000,20241.713472
430049.2,8000,20248.932532
394607.4,8000,20253.966758
365028.6,8000,20259.000614
436609.8,8000,20264.023158
393724.4,8000,20269.041971
409367.6,8000,20276.253921
432803.8,8000,20281.269727
400467.4,8000,20286.288459
433365.8,8000,20291.317768
415150.2,8000,20296.334934
438802.2,8000,20303.572436
423406.2,8000,20308.601613
414019.6,8000,20313.627947
382544.6,8000,20318.665845
414258.6,8000,20323.694706
537683.6,8000,20330.889749
432412.6,8000,20335.899155
554756.0,8000,20340.913331
-5737.6,8000,20345.969002
532303.4,8000,20350.974403
406703.2,8000,20358.183538
414050.8,8000,20363.205458
385190.6,8000,20368.222593
437087.2,8000,20373.233486
447999.0,8000,20378.247354
438099.2,8000,20385.475734
874887.4,8000,20390.521859
799447.2,8000,20395.567811
774512.0,8000,20400.604151
559043.6,8000,20405.628048
2027145.4,8000,20412.851154
775799.8,8000,20417.864395
1863015.6,8000,20422.897765
2013434.8,8000,20427.931314
1874851.4,8000,20432.965158
2753295.8,8000,20440.189826
1257070.4,8000,20445.200693
-8313.0,8000,20450.256762
2810221.0,8000,20455.275985
3012201.8,8000,20460.28442
2722345.6,8000,20467.495191
2652405.6,8000,20472.520782
2538942.8,8000,20477.552543
2884192.6,8000,20482.579171
2496243.8,8000,20487.608139
1963926.0,8000,20494.836292
2422317.2,8000,20499.874196
3044041.2,8000,20504.915323
2216248.6,8000,20509.951307
2500201.0,8000,20514.986339
2186466.0,8000,20522.224099
2417762.0,8000,20527.257456
2196234.4,8000,20532.297545
2319349.0,8000,20537.330329
2401495.0,8000,20542.366788
2046819.2,8000,20549.605244
1766697.4,8000,20554.644011
682978.8,8000,20559.667577
1629743.4,8000,20564.705247
603900.8,8000,20569.725126
1969586.2,8000,20576.923
1538364.6,8000,20581.906759
1475285.8,8000,20586.885736
885199.4,8000,20591.873145
2178562.0,8000,20596.860032
639316.0,8000,20604.014611
638598.8,8000,20608.99409
592249.8,8000,20613.978059
469261.6,8000,20618.948258
392872.0,8000,20623.926129
2754360.2,8000,20631.10571
3117201.6,8000,20636.089298
3247574.0,8000,20641.07784
3675365.0,8000,20646.069646
-14285.6,8000,20651.102932
2904557.0,8000,20658.281543
2862052.6,8000,20663.254357
2571267.2,8000,20668.225718
-15793.4,8000,20673.246173
2800988.8,8000,20678.216595
1587644.8,8000,20685.413322
573.4,8000,20690.443156
2181215.8,8000,20695.432303
1072882.4,8000,20700.447553
2111343.4,8000,20705.440259
373237.4,8000,20712.611871
434058.0,8000,20717.585252
392177.6,8000,20722.568429
384782.0,8000,20727.553613
454852.2,8000,20732.546494
401226.6,8000,20740.12651
399655.2,8000,20745.152549
378666.2,8000,20750.180679
536759.8,8000,20755.187192
445311.4,8000,20760.207165
432224.8,8000,20767.455483
377244.6,8000,20772.490062
420189.6,8000,20777.51558
369949.8,8000,20782.555833
430294.0,8000,20787.569045
422130.2,8000,20794.774122
402781.4,8000,20799.813636
395435.6,8000,20804.838421
417876.0,8000,20809.855696
437078.8,8000,20814.880237
377982.4,8000,20822.109508
380522.8,8000,20827.142319
424655.6,8000,20832.168201
445845.8,8000,20837.19845
369048.4,8000,20842.222677
404024.4,8000,20849.446404
472242.0,8000,20854.468171
392781.8,8000,20859.494012
403698.6,8000,20864.517696
383196.2,8000,20869.537323
399411.2,8000,20877.093755
384002.6,8000,20882.120418
471695.6,8000,20887.135108
416618.6,8000,20892.16098
393453.6,8000,20897.203429
429135.2,8000,20904.434923
417464.4,8000,20909.477904
423215.6,8000,20914.502132
422488.8,8000,20919.523501
428260.4,8000,20924.553463
423860.0,8000,20930.665789
424560.2,8000,20935.67487
417131.8,8000,20940.694957
446474.6,8000,20945.719143
458072.8,8000,20950.74244
410544.0,8000,20958.005745
435887.6,8000,20963.040032
420386.8,8000,20968.071504
403316.6,8000,20973.112498
473358.8,8000,20978.153175
394473.4,8000,20985.391644
393800.8,8000,20990.428347
439360.8,8000,20995.486386
413255.8,8000,21000.516672
403220.4,8000,21005.545214
405678.2,8000,21012.75531
414205.2,8000,21017.737733
413085.4,8000,21022.726237
419459.4,8000,21027.712461
395434.8,8000,21032.699814
444491.2,8000,21039.866646
453678.6,8000,21044.838222
437719.6,8000,21049.829891
391938.0,8000,21054.811955
385680.2,8000,21059.793554
439220.6,8000,21066.967061
428053.2,8000,21071.952487
422911.4,8000,21076.949353
440833.8,8000,21081.929796
422665.0,8000,21086.912097
515897.2,8000,21094.071855
794946.8,8000,21099.029266
